programming_language,tools_programming_languages,salary_monthly_NETO,salary_monthly_BRUTO,cured_programming_languages
bash/shell,"Bash/Shell, SQL",81213.0,102850.0,"['bash/shell', 'sql']"
sql,"Bash/Shell, SQL",81213.0,102850.0,"['bash/shell', 'sql']"
css,"CSS, Javascript, TypeScript",95000.0,125000.0,"['css', 'javascript', 'typescript']"
javascript,"CSS, Javascript, TypeScript",95000.0,125000.0,"['css', 'javascript', 'typescript']"
typescript,"CSS, Javascript, TypeScript",95000.0,125000.0,"['css', 'javascript', 'typescript']"
css,"CSS, HTML, Javascript, TypeScript",80400.0,103000.0,"['css', 'html', 'javascript', 'typescript']"
html,"CSS, HTML, Javascript, TypeScript",80400.0,103000.0,"['css', 'html', 'javascript', 'typescript']"
javascript,"CSS, HTML, Javascript, TypeScript",80400.0,103000.0,"['css', 'html', 'javascript', 'typescript']"
typescript,"CSS, HTML, Javascript, TypeScript",80400.0,103000.0,"['css', 'html', 'javascript', 'typescript']"
java,"Java, Javascript",179000.0,205000.0,"['java', 'javascript']"
javascript,"Java, Javascript",179000.0,205000.0,"['java', 'javascript']"
bash/shell,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
css,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
html,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
javascript,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
php,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
python,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
sql,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL",42000.0,50100.0,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']"
python,"Python, SQL",70000.0,90000.0,"['python', 'sql']"
sql,"Python, SQL",70000.0,90000.0,"['python', 'sql']"
net,".NET, VBA",88000.0,116000.0,"['net', 'vba']"
vba,".NET, VBA",88000.0,116000.0,"['net', 'vba']"
c,"C, Javascript, Python",200000.0,300000.0,"['c', 'javascript', 'python']"
javascript,"C, Javascript, Python",200000.0,300000.0,"['c', 'javascript', 'python']"
python,"C, Javascript, Python",200000.0,300000.0,"['c', 'javascript', 'python']"
sql,"SQL, VBA, visual basic ",100000.0,115000.0,"['sql', 'vba', 'visual', 'basic']"
vba,"SQL, VBA, visual basic ",100000.0,115000.0,"['sql', 'vba', 'visual', 'basic']"
net,".NET, HTML, Java, Javascript, VBA",76800.0,98000.0,"['net', 'html', 'java', 'javascript', 'vba']"
html,".NET, HTML, Java, Javascript, VBA",76800.0,98000.0,"['net', 'html', 'java', 'javascript', 'vba']"
java,".NET, HTML, Java, Javascript, VBA",76800.0,98000.0,"['net', 'html', 'java', 'javascript', 'vba']"
javascript,".NET, HTML, Java, Javascript, VBA",76800.0,98000.0,"['net', 'html', 'java', 'javascript', 'vba']"
vba,".NET, HTML, Java, Javascript, VBA",76800.0,98000.0,"['net', 'html', 'java', 'javascript', 'vba']"
bash/shell,Bash/Shell,70000.0,80000.0,['bash/shell']
python,"Python, Scala, SQL",88900.0,118500.0,"['python', 'scala', 'sql']"
scala,"Python, Scala, SQL",88900.0,118500.0,"['python', 'scala', 'sql']"
sql,"Python, Scala, SQL",88900.0,118500.0,"['python', 'scala', 'sql']"
java,"Java, Javascript, SQL, TypeScript",141000.0,205000.0,"['java', 'javascript', 'sql', 'typescript']"
javascript,"Java, Javascript, SQL, TypeScript",141000.0,205000.0,"['java', 'javascript', 'sql', 'typescript']"
sql,"Java, Javascript, SQL, TypeScript",141000.0,205000.0,"['java', 'javascript', 'sql', 'typescript']"
typescript,"Java, Javascript, SQL, TypeScript",141000.0,205000.0,"['java', 'javascript', 'sql', 'typescript']"
net,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
c#,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
css,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
html,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
javascript,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
sql,".NET, C#, CSS, HTML, Javascript, SQL",95000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
java,"Java, Python, Scala",107000.0,156000.0,"['java', 'python', 'scala']"
python,"Java, Python, Scala",107000.0,156000.0,"['java', 'python', 'scala']"
scala,"Java, Python, Scala",107000.0,156000.0,"['java', 'python', 'scala']"
html,"HTML, Java, Javascript, SQL, TypeScript",196000.0,280000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
java,"HTML, Java, Javascript, SQL, TypeScript",196000.0,280000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"HTML, Java, Javascript, SQL, TypeScript",196000.0,280000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
sql,"HTML, Java, Javascript, SQL, TypeScript",196000.0,280000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"HTML, Java, Javascript, SQL, TypeScript",196000.0,280000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
css,"CSS, HTML, Javascript, Python, TypeScript",95000.0,115000.0,"['css', 'html', 'javascript', 'python', 'typescript']"
html,"CSS, HTML, Javascript, Python, TypeScript",95000.0,115000.0,"['css', 'html', 'javascript', 'python', 'typescript']"
javascript,"CSS, HTML, Javascript, Python, TypeScript",95000.0,115000.0,"['css', 'html', 'javascript', 'python', 'typescript']"
python,"CSS, HTML, Javascript, Python, TypeScript",95000.0,115000.0,"['css', 'html', 'javascript', 'python', 'typescript']"
typescript,"CSS, HTML, Javascript, Python, TypeScript",95000.0,115000.0,"['css', 'html', 'javascript', 'python', 'typescript']"
c,"C, Python",140000.0,160000.0,"['c', 'python']"
python,"C, Python",140000.0,160000.0,"['c', 'python']"
html,"HTML, Java",95000.0,120000.0,"['html', 'java']"
java,"HTML, Java",95000.0,120000.0,"['html', 'java']"
net,".NET, C#, SQL",38000.0,48400.0,"['net', 'c#', 'sql']"
c#,".NET, C#, SQL",38000.0,48400.0,"['net', 'c#', 'sql']"
sql,".NET, C#, SQL",38000.0,48400.0,"['net', 'c#', 'sql']"
java,"Java, Javascript, SQL, TypeScript",82936.0,100024.0,"['java', 'javascript', 'sql', 'typescript']"
javascript,"Java, Javascript, SQL, TypeScript",82936.0,100024.0,"['java', 'javascript', 'sql', 'typescript']"
sql,"Java, Javascript, SQL, TypeScript",82936.0,100024.0,"['java', 'javascript', 'sql', 'typescript']"
typescript,"Java, Javascript, SQL, TypeScript",82936.0,100024.0,"['java', 'javascript', 'sql', 'typescript']"
net,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
bash/shell,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
go,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
javascript,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
kotlin,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
python,".NET, Bash/Shell, Go, Javascript, Kotlin, Python",98000.0,120000.0,"['net', 'bash/shell', 'go', 'javascript', 'kotlin', 'python']"
sql,SQL,32700.0,42123.0,['sql']
bash/shell,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
css,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
html,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
java,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
javascript,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
kotlin,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
scala,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
sql,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
typescript,"Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, Scala, SQL, TypeScript",43590.87,55341.56,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'scala', 'sql', 'typescript']"
css,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
html,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
javascript,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
php,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
sql,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
typescript,"CSS, HTML, Javascript, PHP, SQL, TypeScript",90000.0,120000.0,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']"
net,".NET, TypeScript",37000.0,45000.0,"['net', 'typescript']"
typescript,".NET, TypeScript",37000.0,45000.0,"['net', 'typescript']"
css,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
html,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
java,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
javascript,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
scala,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
sql,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
typescript,"CSS, HTML, Java, Javascript, Scala, SQL, TypeScript",80400.0,103800.0,"['css', 'html', 'java', 'javascript', 'scala', 'sql', 'typescript']"
java,Java,159000.0,200000.0,['java']
c++,"ActionScript, C++",60000.0,72000.0,"['actionscript', 'c++']"
java,"Dart, Java, Javascript",60000.0,70000.0,"['dart', 'java', 'javascript']"
javascript,"Dart, Java, Javascript",60000.0,70000.0,"['dart', 'java', 'javascript']"
css,"CSS, HTML, Java, Javascript",36500.0,44000.0,"['css', 'html', 'java', 'javascript']"
html,"CSS, HTML, Java, Javascript",36500.0,44000.0,"['css', 'html', 'java', 'javascript']"
java,"CSS, HTML, Java, Javascript",36500.0,44000.0,"['css', 'html', 'java', 'javascript']"
javascript,"CSS, HTML, Java, Javascript",36500.0,44000.0,"['css', 'html', 'java', 'javascript']"
bash/shell,"Bash/Shell, Python",50000.0,55000.0,"['bash/shell', 'python']"
python,"Bash/Shell, Python",50000.0,55000.0,"['bash/shell', 'python']"
python,Python,61420.0,74000.0,['python']
css,"CSS, HTML, Javascript, PHP",58000.0,63000.0,"['css', 'html', 'javascript', 'php']"
html,"CSS, HTML, Javascript, PHP",58000.0,63000.0,"['css', 'html', 'javascript', 'php']"
javascript,"CSS, HTML, Javascript, PHP",58000.0,63000.0,"['css', 'html', 'javascript', 'php']"
php,"CSS, HTML, Javascript, PHP",58000.0,63000.0,"['css', 'html', 'javascript', 'php']"
net,".NET, C#",50000.0,53000.0,"['net', 'c#']"
c#,".NET, C#",50000.0,53000.0,"['net', 'c#']"
java,Java,159000.0,200000.0,['java']
css,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
java,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Java, Javascript, PHP, SQL",72000.0,80000.0,"['css', 'html', 'java', 'javascript', 'php', 'sql']"
java,Java,44500.0,55000.0,['java']
bash/shell,"Bash/Shell, SQL",88000.0,115000.0,"['bash/shell', 'sql']"
sql,"Bash/Shell, SQL",88000.0,115000.0,"['bash/shell', 'sql']"
net,".NET, C#, SQL",85000.0,110000.0,"['net', 'c#', 'sql']"
c#,".NET, C#, SQL",85000.0,110000.0,"['net', 'c#', 'sql']"
sql,".NET, C#, SQL",85000.0,110000.0,"['net', 'c#', 'sql']"
html,"HTML, Java, Javascript, SQL, TypeScript",80000.0,100000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
java,"HTML, Java, Javascript, SQL, TypeScript",80000.0,100000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
javascript,"HTML, Java, Javascript, SQL, TypeScript",80000.0,100000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
sql,"HTML, Java, Javascript, SQL, TypeScript",80000.0,100000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
typescript,"HTML, Java, Javascript, SQL, TypeScript",80000.0,100000.0,"['html', 'java', 'javascript', 'sql', 'typescript']"
bash/shell,"Bash/Shell, Javascript, Python, SQL, TypeScript",110000.0,125000.0,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']"
javascript,"Bash/Shell, Javascript, Python, SQL, TypeScript",110000.0,125000.0,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']"
python,"Bash/Shell, Javascript, Python, SQL, TypeScript",110000.0,125000.0,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']"
sql,"Bash/Shell, Javascript, Python, SQL, TypeScript",110000.0,125000.0,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']"
typescript,"Bash/Shell, Javascript, Python, SQL, TypeScript",110000.0,125000.0,"['bash/shell', 'javascript', 'python', 'sql', 'typescript']"
net,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
c#,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
css,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
html,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
javascript,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
sql,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
typescript,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",85000.0,115000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']"
html,"HTML, Javascript, Python",57000.0,69000.0,"['html', 'javascript', 'python']"
javascript,"HTML, Javascript, Python",57000.0,69000.0,"['html', 'javascript', 'python']"
python,"HTML, Javascript, Python",57000.0,69000.0,"['html', 'javascript', 'python']"
net,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
c#,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
css,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
html,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
javascript,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
sql,".NET, C#, CSS, HTML, Javascript, SQL",80000.0,102000.0,"['net', 'c#', 'css', 'html', 'javascript', 'sql']"
net,".NET, C#, HTML, Javascript, SQL",53000.0,73000.0,"['net', 'c#', 'html', 'javascript', 'sql']"
c#,".NET, C#, HTML, Javascript, SQL",53000.0,73000.0,"['net', 'c#', 'html', 'javascript', 'sql']"
html,".NET, C#, HTML, Javascript, SQL",53000.0,73000.0,"['net', 'c#', 'html', 'javascript', 'sql']"
javascript,".NET, C#, HTML, Javascript, SQL",53000.0,73000.0,"['net', 'c#', 'html', 'javascript', 'sql']"
sql,".NET, C#, HTML, Javascript, SQL",53000.0,73000.0,"['net', 'c#', 'html', 'javascript', 'sql']"
r,"R, SQL",93000.0,130000.0,"['r', 'sql']"
sql,"R, SQL",93000.0,130000.0,"['r', 'sql']"
css,"CSS, HTML, Java, Javascript, Python",73000.0,87800.0,"['css', 'html', 'java', 'javascript', 'python']"
html,"CSS, HTML, Java, Javascript, Python",73000.0,87800.0,"['css', 'html', 'java', 'javascript', 'python']"
java,"CSS, HTML, Java, Javascript, Python",73000.0,87800.0,"['css', 'html', 'java', 'javascript', 'python']"
javascript,"CSS, HTML, Java, Javascript, Python",73000.0,87800.0,"['css', 'html', 'java', 'javascript', 'python']"
python,"CSS, HTML, Java, Javascript, Python",73000.0,87800.0,"['css', 'html', 'java', 'javascript', 'python']"
css,"CSS, HTML, Java, Python",62500.0,77800.0,"['css', 'html', 'java', 'python']"
html,"CSS, HTML, Java, Python",62500.0,77800.0,"['css', 'html', 'java', 'python']"
java,"CSS, HTML, Java, Python",62500.0,77800.0,"['css', 'html', 'java', 'python']"
python,"CSS, HTML, Java, Python",62500.0,77800.0,"['css', 'html', 'java', 'python']"
bash/shell,"Bash/Shell, HTML, Javascript, Perl, Python, SQL",90000.0,130000.0,"['bash/shell', 'html', 'javascript', 'perl', 'python', 'sql']"
html,"Bash/Shell, HTML, Javascript, Perl, Python, SQL",90000.0,130000.0,"['bash/shell', 'html', 'javascript', 'perl', 'python', 'sql']"
javascript,"Bash/Shell, HTML, Javascript, Perl, Python, SQL",90000.0,130000.0,"['bash/shell', 'html', 'javascript', 'perl', 'python', 'sql']"
python,"Bash/Shell, HTML, Javascript, Perl, Python, SQL",90000.0,130000.0,"['bash/shell', 'html', 'javascript', 'perl', 'python', 'sql']"
sql,"Bash/Shell, HTML, Javascript, Perl, Python, SQL",90000.0,130000.0,"['bash/shell', 'html', 'javascript', 'perl', 'python', 'sql']"
groovy,"Groovy, Python",80231.0,102680.0,"['groovy', 'python']"
python,"Groovy, Python",80231.0,102680.0,"['groovy', 'python']"
html,"HTML, Javascript, PHP, SQL, TypeScript",50000.0,65000.0,"['html', 'javascript', 'php', 'sql', 'typescript']"
javascript,"HTML, Javascript, PHP, SQL, TypeScript",50000.0,65000.0,"['html', 'javascript', 'php', 'sql', 'typescript']"
php,"HTML, Javascript, PHP, SQL, TypeScript",50000.0,65000.0,"['html', 'javascript', 'php', 'sql', 'typescript']"
sql,"HTML, Javascript, PHP, SQL, TypeScript",50000.0,65000.0,"['html', 'javascript', 'php', 'sql', 'typescript']"
typescript,"HTML, Javascript, PHP, SQL, TypeScript",50000.0,65000.0,"['html', 'javascript', 'php', 'sql', 'typescript']"
bash/shell,"Bash/Shell, Javascript, TypeScript",65000.0,70000.0,"['bash/shell', 'javascript', 'typescript']"
javascript,"Bash/Shell, Javascript, TypeScript",65000.0,70000.0,"['bash/shell', 'javascript', 'typescript']"
typescript,"Bash/Shell, Javascript, TypeScript",65000.0,70000.0,"['bash/shell', 'javascript', 'typescript']"
java,Java,47000.0,60000.0,['java']
abap,ABAP,92000.0,135000.0,['abap']
css,"CSS, HTML, Javascript, PHP, SQL",60900.0,74000.0,"['css', 'html', 'javascript', 'php', 'sql']"
html,"CSS, HTML, Javascript, PHP, SQL",60900.0,74000.0,"['css', 'html', 'javascript', 'php', 'sql']"
javascript,"CSS, HTML, Javascript, PHP, SQL",60900.0,74000.0,"['css', 'html', 'javascript', 'php', 'sql']"
php,"CSS, HTML, Javascript, PHP, SQL",60900.0,74000.0,"['css', 'html', 'javascript', 'php', 'sql']"
sql,"CSS, HTML, Javascript, PHP, SQL",60900.0,74000.0,"['css', 'html', 'javascript', 'php', 'sql']"
java,Java,64000.0,80000.0,['java']
bash/shell,"Bash/Shell, Java, Javascript, Ruby",50000.0,90000.0,"['bash/shell', 'java', 'javascript', 'ruby']"
java,"Bash/Shell, Java, Javascript, Ruby",50000.0,90000.0,"['bash/shell', 'java', 'javascript', 'ruby']"
javascript,"Bash/Shell, Java, Javascript, Ruby",50000.0,90000.0,"['bash/shell', 'java', 'javascript', 'ruby']"
ruby,"Bash/Shell, Java, Javascript, Ruby",50000.0,90000.0,"['bash/shell', 'java', 'javascript', 'ruby']"
html,"HTML, Javascript, SQL, TypeScript",38000.0,46000.0,"['html', 'javascript', 'sql', 'typescript']"
javascript,"HTML, Javascript, SQL, TypeScript",38000.0,46000.0,"['html', 'javascript', 'sql', 'typescript']"
sql,"HTML, Javascript, SQL, TypeScript",38000.0,46000.0,"['html', 'javascript', 'sql', 'typescript']"
typescript,"HTML, Javascript, SQL, TypeScript",38000.0,46000.0,"['html', 'javascript', 'sql', 'typescript']"
bash/shell,"Bash/Shell, HTML, Java, Javascript, PHP",105000.0,135000.0,"['bash/shell', 'html', 'java', 'javascript', 'php']"
html,"Bash/Shell, HTML, Java, Javascript, PHP",105000.0,135000.0,"['bash/shell', 'html', 'java', 'javascript', 'php']"
java,"Bash/Shell, HTML, Java, Javascript, PHP",105000.0,135000.0,"['bash/shell', 'html', 'java', 'javascript', 'php']"
javascript,"Bash/Shell, HTML, Java, Javascript, PHP",105000.0,135000.0,"['bash/shell', 'html', 'java', 'javascript', 'php']"
php,"Bash/Shell, HTML, Java, Javascript, PHP",105000.0,135000.0,"['bash/shell', 'html', 'java', 'javascript', 'php']"
java,"Java, Python, SQL",100000.0,130000.0,"['java', 'python', 'sql']"
python,"Java, Python, SQL",100000.0,130000.0,"['java', 'python', 'sql']"
sql,"Java, Python, SQL",100000.0,130000.0,"['java', 'python', 'sql']"
net,".NET, Bash/Shell, C#, Javascript, SQL",83000.0,100000.0,"['net', 'bash/shell', 'c#', 'javascript', 'sql']"
bash/shell,".NET, Bash/Shell, C#, Javascript, SQL",83000.0,100000.0,"['net', 'bash/shell', 'c#', 'javascript', 'sql']"
c#,".NET, Bash/Shell, C#, Javascript, SQL",83000.0,100000.0,"['net', 'bash/shell', 'c#', 'javascript', 'sql']"
javascript,".NET, Bash/Shell, C#, Javascript, SQL",83000.0,100000.0,"['net', 'bash/shell', 'c#', 'javascript', 'sql']"
sql,".NET, Bash/Shell, C#, Javascript, SQL",83000.0,100000.0,"['net', 'bash/shell', 'c#', 'javascript', 'sql']"
net,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
c,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
c#,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
java,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
sql,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
swift,".NET, C, C#, Java, SQL, Swift",52500.0,64000.0,"['net', 'c', 'c#', 'java', 'sql', 'swift']"
html,"HTML, Javascript, PHP, SQL",83000.0,100000.0,"['html', 'javascript', 'php', 'sql']"
javascript,"HTML, Javascript, PHP, SQL",83000.0,100000.0,"['html', 'javascript', 'php', 'sql']"
php,"HTML, Javascript, PHP, SQL",83000.0,100000.0,"['html', 'javascript', 'php', 'sql']"
sql,"HTML, Javascript, PHP, SQL",83000.0,100000.0,"['html', 'javascript', 'php', 'sql']"
bash/shell,Bash/Shell,95000.0,120000.0,['bash/shell']
sql,SQL,79700.0,96000.0,['sql']
bash/shell,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
c,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
go,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
html,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
javascript,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
php,"Assembler, Bash/Shell, C, Go, HTML, Javascript, PHP",156000.0,252000.0,"['assembler', 'bash/shell', 'c', 'go', 'html', 'javascript', 'php']"
bash/shell,"Bash/Shell, HTML, Javascript, PHP",130000.0,170000.0,"['bash/shell', 'html', 'javascript', 'php']"
html,"Bash/Shell, HTML, Javascript, PHP",130000.0,170000.0,"['bash/shell', 'html', 'javascript', 'php']"
